sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,age_bucket,imc_cat
H,oui,master,Bretagne,non,non,1251,marié,4.0,0.86,2022-05-19,710.0,926.12,4878.545755190827,senior,surpoids
F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,614,veuf,5.0,0.95,2021-12-01,,821.99,500.0,adulte,obese
F,oui,doctorat,Occitanie,non,oui,1899,,,0.31,2021-01-29,312.0,1414.5,23223.68674933023,adulte,normal
H,non,aucun,Occitanie,non,non,1541,marié,1.0,0.33,2022-02-15,,,500.0,retraite,normal
F,oui,doctorat,Corse,non,oui,1440,marié,,0.06,2022-07-26,636.0,948.67,32053.702626437243,senior,obese
F,oui,aucun,Hauts-de-France,non,non,4944,marié,1.0,0.92,2021-03-03,,10000.0,500.0,senior,normal
H,non,doctorat,Bretagne,oui,non,1103,marié,,0.69,2025-04-12,,10000.0,500.0,adulte,surpoids
H,non,bac+2,Île-de-France,oui,oui,2002,divorcé,0.0,0.23,2021-01-23,651.0,5000.0,9001.546015414096,adulte,obese
H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,4216,divorcé,,0.29,2020-03-06,476.0,10000.0,500.0,retraite,insuffisant
H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2582,marié,3.0,0.83,2021-10-29,,5000.0,10903.397392817302,jeune,normal
H,non,bac,Normandie,non,oui,863,célibataire,,0.65,2021-05-31,323.0,10000.0,500.0,retraite,surpoids
H,non,master,Occitanie,non,non,3895,,,0.61,2023-12-02,,,3166.058998466729,jeune,obese
H,oui,doctorat,Île-de-France,oui,oui,500,marié,,0.92,2022-12-08,796.0,548.48,24181.38134356665,retraite,normal
F,non,aucun,Île-de-France,oui,oui,3318,,5.0,0.61,2024-08-10,,10000.0,2720.813788949977,retraite,surpoids
F,non,master,Hauts-de-France,non,non,500,marié,,0.5,2020-01-23,,5000.0,500.0,senior,normal
H,oui,bac+2,Île-de-France,oui,non,1817,veuf,,0.15,2024-04-14,301.0,10000.0,500.0,retraite,insuffisant
H,non,doctorat,Normandie,oui,oui,1224,divorcé,,0.23,2023-04-21,,5000.0,11196.8709848394,jeune,obese
H,oui,master,Hauts-de-France,oui,oui,2237,divorcé,,0.62,2022-11-30,,10000.0,4057.591842683427,jeune,normal
H,oui,doctorat,Hauts-de-France,oui,oui,3210,divorcé,,0.26,2023-04-05,779.0,10000.0,30089.662669880072,adulte,obese
H,oui,bac,Île-de-France,non,oui,796,,3.0,0.88,2023-10-24,,,10822.827044993295,jeune,normal
F,oui,aucun,Occitanie,non,oui,3885,divorcé,3.0,0.5,2020-08-12,,10000.0,15757.66361823247,retraite,normal
F,oui,bac,Bretagne,non,non,898,,,0.02,2024-05-04,630.0,,500.0,senior,surpoids
H,non,aucun,Bretagne,oui,oui,3582,divorcé,5.0,0.12,2021-04-01,,724.76,3735.658720627448,senior,normal
H,oui,bac+2,Normandie,non,oui,2047,divorcé,,0.1,2020-11-21,833.0,957.57,15966.5991061799,senior,normal
F,non,bac,Hauts-de-France,non,oui,3214,marié,,0.55,2020-01-17,788.0,303.13,7056.806036648549,senior,insuffisant
F,non,master,Normandie,oui,oui,500,célibataire,0.0,0.14,2025-02-23,,,500.0,senior,normal
F,oui,aucun,Corse,oui,non,3527,marié,5.0,0.03,2023-07-10,,654.46,500.0,senior,surpoids
F,non,bac,Occitanie,oui,non,2450,,2.0,0.86,2022-09-08,791.0,10000.0,500.0,jeune,surpoids
F,oui,bac,Hauts-de-France,oui,non,2893,célibataire,0.0,0.05,2022-02-27,,793.96,500.0,jeune,insuffisant
H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,4262,veuf,3.0,0.89,2021-02-16,,10000.0,500.0,senior,surpoids
F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2926,veuf,,0.42,2020-10-25,629.0,5000.0,35758.18072081153,senior,insuffisant
H,non,master,Normandie,oui,oui,2399,,5.0,0.01,2024-04-09,818.0,5000.0,11737.23847284871,adulte,surpoids
H,non,bac+2,Bretagne,oui,oui,1287,,2.0,0.63,2021-03-02,800.0,10000.0,2814.1386162062663,retraite,surpoids
F,non,aucun,Hauts-de-France,oui,oui,1768,,2.0,0.71,2020-11-26,830.0,,500.0,jeune,normal
F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,1559,,,0.79,2021-10-03,,10000.0,500.0,jeune,surpoids
H,non,bac+2,Bretagne,oui,oui,2632,divorcé,,0.57,2024-12-22,,5000.0,11759.638243193413,retraite,obese
F,non,bac,Auvergne-Rhône-Alpes,non,oui,2798,marié,,0.9,2020-02-25,,656.99,14866.76807385541,retraite,surpoids
F,oui,bac+2,Occitanie,non,oui,3409,,,0.87,2023-02-17,,,18711.66358452964,retraite,surpoids
H,oui,aucun,Hauts-de-France,oui,non,3130,marié,,0.82,2021-01-11,731.0,,500.0,adulte,surpoids
F,oui,master,Hauts-de-France,non,oui,1899,veuf,,0.41,2022-07-16,496.0,5000.0,20814.697568663774,retraite,surpoids
F,non,bac,Auvergne-Rhône-Alpes,oui,non,3444,marié,,0.23,2024-07-27,831.0,5000.0,500.0,jeune,surpoids
F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2603,veuf,,0.35,2021-02-19,,10000.0,30210.987049606567,adulte,surpoids
F,non,master,Bretagne,non,non,3656,divorcé,,0.22,2024-01-12,594.0,10000.0,3066.137791409429,retraite,insuffisant
F,non,bac+2,Normandie,oui,oui,4084,veuf,,0.52,2021-02-27,748.0,10000.0,9573.778332032196,adulte,surpoids
F,oui,aucun,Occitanie,oui,oui,2306,divorcé,,0.23,2023-12-03,849.0,10000.0,4554.810431805047,jeune,obese
F,non,bac+2,Bretagne,oui,oui,2384,,,0.22,2024-10-29,588.0,5000.0,6829.661938726994,senior,surpoids
F,non,doctorat,Bretagne,oui,non,1713,divorcé,0.0,0.58,2020-10-14,803.0,,500.0,jeune,insuffisant
F,non,aucun,Normandie,oui,oui,1962,marié,1.0,0.7,2020-12-29,363.0,10000.0,500.0,adulte,insuffisant
F,oui,doctorat,Bretagne,non,oui,2789,célibataire,4.0,0.64,2024-07-16,,5000.0,29152.59717199099,adulte,obese
F,oui,doctorat,Bretagne,oui,non,3336,célibataire,,0.21,2022-10-28,,5000.0,500.0,adulte,surpoids
H,oui,master,Auvergne-Rhône-Alpes,non,non,2623,divorcé,2.0,0.54,2022-12-27,562.0,10000.0,4383.465051415476,senior,obese
F,oui,master,Île-de-France,non,non,2699,célibataire,5.0,0.33,2025-05-21,,,8620.740440969317,adulte,insuffisant
H,oui,aucun,Bretagne,non,non,3059,divorcé,4.0,0.75,2022-05-24,,5000.0,500.0,retraite,surpoids
F,oui,aucun,Hauts-de-France,non,non,2360,divorcé,,0.87,2025-04-26,349.0,10000.0,500.0,jeune,normal
F,oui,doctorat,Normandie,oui,oui,4971,divorcé,,0.36,2023-04-28,,10000.0,25883.89703555264,adulte,obese
F,non,bac+2,Occitanie,non,oui,500,veuf,3.0,0.22,2024-09-14,,10000.0,2571.4279977966503,jeune,insuffisant
F,oui,master,Île-de-France,oui,non,3485,célibataire,,0.78,2020-06-30,500.0,5000.0,6950.691750123016,adulte,surpoids
F,oui,bac,Bretagne,oui,oui,989,marié,2.0,0.26,2020-01-01,843.0,,12906.990479801343,retraite,obese
F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2538,,2.0,0.91,2020-04-26,458.0,,21288.40814422946,adulte,normal
H,non,bac,Hauts-de-France,non,oui,2830,,3.0,0.26,2022-10-25,,805.29,7501.263720832778,jeune,surpoids
H,oui,master,Île-de-France,oui,oui,3583,veuf,0.0,0.39,2024-12-16,,615.43,13702.678326689054,jeune,normal
H,non,bac,Auvergne-Rhône-Alpes,oui,non,2107,veuf,,0.34,2022-04-01,,5000.0,500.0,adulte,normal
H,oui,aucun,Corse,non,non,4405,,,0.48,2025-02-24,,853.79,500.0,adulte,normal
H,oui,doctorat,Occitanie,oui,oui,962,célibataire,5.0,0.87,2024-10-17,,5000.0,14356.8655104378,senior,surpoids
F,oui,aucun,Île-de-France,non,oui,3271,marié,5.0,0.22,2021-10-19,,5000.0,17984.913231590494,retraite,normal
H,non,doctorat,Occitanie,oui,oui,699,veuf,4.0,0.82,2023-04-08,521.0,989.81,9786.53291738366,senior,insuffisant
F,non,bac,Corse,non,oui,4371,célibataire,,0.52,2022-01-11,,5000.0,500.0,senior,normal
H,oui,doctorat,Hauts-de-France,oui,non,1464,célibataire,5.0,0.76,2025-02-12,391.0,420.05,500.0,adulte,normal
F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,4022,marié,3.0,0.53,2023-07-13,474.0,,20399.31047104829,jeune,insuffisant
F,oui,bac,Hauts-de-France,non,non,2020,célibataire,,0.08,2020-08-21,701.0,718.47,500.0,senior,normal
H,non,master,Occitanie,non,oui,5025,célibataire,,0.38,2021-01-13,,10000.0,28688.895789414644,adulte,obese
F,oui,doctorat,Occitanie,non,oui,4116,marié,5.0,0.42,2021-07-30,,5000.0,32226.988031995694,jeune,surpoids
F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3767,divorcé,,0.32,2022-07-17,537.0,,500.0,senior,normal
H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3955,marié,4.0,0.94,2025-04-06,,933.28,10639.305587861045,retraite,obese
F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1808,marié,,0.76,2025-03-31,,766.8,5630.096497060186,adulte,insuffisant
H,non,doctorat,Corse,oui,non,2649,divorcé,,0.03,2021-09-28,471.0,10000.0,500.0,adulte,normal
H,non,bac,Bretagne,non,non,2483,marié,4.0,0.71,2023-11-29,721.0,10000.0,500.0,jeune,surpoids
H,oui,aucun,Occitanie,non,non,1371,divorcé,5.0,0.94,2023-01-19,,1069.99,500.0,senior,surpoids
F,non,bac+2,Normandie,non,oui,2340,marié,2.0,0.06,2022-04-27,,10000.0,15184.584884713417,senior,obese
H,non,master,Provence-Alpes-Côte d’Azur,non,oui,2906,célibataire,1.0,0.44,2024-06-08,662.0,1166.1,29132.162879314223,adulte,obese
F,non,aucun,Normandie,non,oui,6049,divorcé,,0.42,2020-02-05,777.0,519.12,15351.456734074622,adulte,insuffisant
H,non,doctorat,Hauts-de-France,non,non,1587,divorcé,,0.73,2022-06-25,845.0,,500.0,jeune,obese
H,oui,bac+2,Hauts-de-France,non,non,1513,veuf,3.0,0.65,2023-08-01,682.0,5000.0,500.0,jeune,normal
H,non,bac,Auvergne-Rhône-Alpes,non,oui,2273,célibataire,,0.51,2022-12-01,,,11655.390877132537,adulte,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,3352,veuf,1.0,0.01,2021-03-18,,5000.0,500.0,adulte,normal
F,oui,bac,Auvergne-Rhône-Alpes,oui,non,2962,célibataire,4.0,0.4,2022-04-26,,1042.69,500.0,senior,surpoids
F,oui,aucun,Île-de-France,non,oui,3531,célibataire,,0.4,2020-05-26,521.0,622.09,8280.067769939777,jeune,insuffisant
H,non,master,Hauts-de-France,oui,non,2014,divorcé,,0.29,2022-07-28,,5000.0,500.0,senior,normal
H,non,bac,Occitanie,oui,non,5607,divorcé,,0.4,2022-04-29,775.0,,500.0,senior,normal
F,non,bac+2,Bretagne,non,oui,2099,,,0.38,2021-12-30,,5000.0,15284.764778404458,jeune,surpoids
F,oui,bac,Bretagne,non,oui,1534,veuf,5.0,0.05,2023-04-28,,10000.0,20138.50357849674,retraite,normal
H,oui,bac+2,Normandie,non,oui,930,marié,1.0,0.46,2023-04-03,303.0,10000.0,8042.88785006186,retraite,obese
H,non,bac,Occitanie,non,non,3907,,,0.14,2021-05-25,,579.29,500.0,senior,normal
H,non,doctorat,Corse,non,oui,4632,divorcé,3.0,0.41,2022-01-31,,54.98,16683.472226033566,adulte,surpoids
F,non,master,Corse,oui,oui,500,divorcé,,0.22,2024-02-28,,,500.0,senior,obese
F,oui,aucun,Île-de-France,non,non,884,célibataire,1.0,0.13,2022-12-06,698.0,,500.0,jeune,normal
H,non,master,Auvergne-Rhône-Alpes,oui,non,2445,veuf,5.0,0.85,2022-05-22,438.0,,500.0,retraite,obese
H,oui,aucun,Normandie,oui,oui,2408,marié,4.0,0.29,2021-10-29,697.0,,2050.7157398082786,senior,normal
H,non,bac+2,Occitanie,non,oui,500,marié,,0.6,2020-08-23,,,15874.774716771984,jeune,normal
H,non,bac+2,Hauts-de-France,oui,oui,2262,marié,2.0,0.48,2024-07-19,,,500.0,jeune,normal
H,non,aucun,Île-de-France,non,oui,2618,divorcé,,0.2,2023-02-15,,5000.0,8886.31357750079,senior,normal
F,non,bac,Auvergne-Rhône-Alpes,oui,non,2298,marié,0.0,0.7,2024-08-26,622.0,10000.0,500.0,senior,normal
F,non,bac,Normandie,oui,oui,3278,marié,,0.66,2023-05-07,,,2813.156186853146,jeune,insuffisant
H,oui,bac+2,Hauts-de-France,non,oui,2425,marié,,0.33,2021-02-19,708.0,10000.0,23210.797866626606,adulte,obese
F,non,doctorat,Île-de-France,non,non,3247,célibataire,2.0,0.79,2020-12-05,502.0,,5257.865301498262,retraite,insuffisant
H,non,bac+2,Normandie,non,non,1217,marié,0.0,0.5,2021-07-31,,437.78,500.0,retraite,surpoids
F,oui,bac+2,Corse,oui,non,1382,marié,1.0,0.97,2024-07-05,460.0,1228.62,500.0,jeune,insuffisant
H,non,doctorat,Corse,non,non,1866,divorcé,,0.94,2023-10-14,,10000.0,500.0,adulte,normal
F,non,aucun,Île-de-France,oui,non,1517,marié,1.0,0.06,2020-12-20,,,500.0,adulte,obese
F,oui,master,Normandie,non,oui,2501,célibataire,,0.6,2020-09-11,458.0,567.95,24670.306600109925,senior,normal
F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3893,divorcé,,0.33,2024-02-26,760.0,10000.0,7977.963403126492,adulte,surpoids
F,non,bac+2,Hauts-de-France,non,non,1915,veuf,0.0,0.7,2021-05-25,,758.8,500.0,retraite,surpoids
H,oui,bac,Hauts-de-France,oui,oui,4917,veuf,,0.53,2021-12-19,607.0,10000.0,13179.96915777943,retraite,surpoids
F,non,aucun,Normandie,oui,oui,1393,marié,2.0,0.99,2023-01-05,,,500.0,retraite,normal
H,oui,master,Corse,non,oui,5582,célibataire,0.0,0.83,2020-09-22,,802.5,32624.62424784305,senior,surpoids
F,non,master,Provence-Alpes-Côte d’Azur,non,oui,4456,,,0.44,2024-01-05,545.0,930.0,20788.62505341787,senior,obese
F,oui,bac,Bretagne,oui,non,4222,,,0.03,2023-05-09,531.0,691.24,500.0,retraite,normal
H,non,master,Corse,non,non,4100,,0.0,0.21,2020-10-22,743.0,,500.0,retraite,surpoids
H,oui,master,Occitanie,oui,oui,3149,,,0.85,2023-08-28,600.0,688.67,22092.708515061127,adulte,normal
H,non,bac+2,Normandie,oui,non,2152,,4.0,0.88,2022-08-16,,,500.0,jeune,normal
F,non,bac+2,Hauts-de-France,oui,non,2652,marié,1.0,0.21,2024-08-17,,10000.0,500.0,adulte,normal
H,oui,aucun,Auvergne-Rhône-Alpes,non,non,1522,célibataire,1.0,0.09,2023-08-04,450.0,,500.0,senior,normal
H,non,bac+2,Bretagne,non,oui,1290,marié,2.0,0.38,2025-04-08,,127.1,16857.98479163118,jeune,insuffisant
H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,3351,,0.0,0.18,2023-07-05,,10000.0,22455.43441767607,adulte,obese
H,oui,bac,Corse,oui,non,3613,célibataire,4.0,0.21,2022-01-21,749.0,5000.0,500.0,retraite,normal
H,non,bac+2,Hauts-de-France,oui,non,1664,marié,,0.85,2024-12-20,,10000.0,500.0,retraite,obese
F,non,bac,Occitanie,non,non,3269,marié,4.0,1.0,2022-05-25,470.0,,500.0,adulte,surpoids
H,oui,doctorat,Occitanie,oui,oui,3928,divorcé,,0.11,2020-05-30,754.0,,34295.832598520334,senior,normal
F,oui,master,Hauts-de-France,oui,oui,3416,,4.0,0.89,2024-08-04,,,18587.129442140165,senior,surpoids
F,non,bac+2,Occitanie,non,oui,3905,marié,1.0,0.05,2022-05-28,440.0,10000.0,18399.61442914501,jeune,surpoids
H,oui,aucun,Normandie,non,non,4166,,,0.42,2021-07-26,,297.59,500.0,adulte,surpoids
F,non,bac,Île-de-France,non,non,1552,divorcé,,0.9,2022-07-20,,748.17,500.0,retraite,obese
F,oui,doctorat,Corse,oui,oui,1028,,,0.3,2024-09-23,317.0,1018.92,500.0,senior,surpoids
F,non,master,Corse,non,non,3156,,3.0,0.71,2020-06-20,,,500.0,senior,normal
H,non,aucun,Corse,oui,non,2970,marié,,0.12,2023-09-22,572.0,10000.0,500.0,senior,surpoids
F,non,bac,Corse,non,oui,1508,divorcé,2.0,0.46,2023-04-20,,10000.0,500.0,retraite,surpoids
F,oui,master,Occitanie,non,oui,4631,divorcé,,0.03,2023-06-13,,5000.0,36033.114778201976,senior,obese
H,oui,doctorat,Normandie,non,oui,1541,veuf,,0.82,2022-02-16,,,37740.068058608034,retraite,surpoids
F,non,bac+2,Bretagne,oui,non,2098,,,0.61,2022-09-21,844.0,5000.0,500.0,adulte,obese
H,oui,bac+2,Occitanie,non,oui,4698,célibataire,5.0,0.67,2021-11-13,,,30376.436480777666,adulte,normal
F,non,master,Normandie,oui,non,1445,divorcé,,0.03,2020-07-31,,10000.0,500.0,retraite,obese
H,non,master,Bretagne,non,non,1633,célibataire,3.0,0.58,2023-11-13,,10000.0,2580.1153810490573,jeune,normal
F,non,aucun,Normandie,non,oui,2761,divorcé,,0.85,2024-06-06,,5000.0,500.0,jeune,normal
F,oui,master,Île-de-France,oui,oui,1791,veuf,,0.99,2020-08-22,424.0,,19556.79249643196,jeune,insuffisant
H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,6285,divorcé,2.0,0.4,2025-03-24,,5000.0,19764.347867278266,jeune,surpoids
H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,1255,divorcé,3.0,0.03,2022-09-02,327.0,1035.16,500.0,retraite,insuffisant
F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2501,veuf,,0.77,2020-05-05,841.0,5000.0,8951.748512055701,jeune,obese
F,oui,bac+2,Normandie,oui,non,1439,veuf,0.0,0.44,2023-06-26,509.0,5000.0,500.0,jeune,normal
H,oui,master,Corse,oui,oui,2884,veuf,0.0,0.55,2022-07-26,408.0,10000.0,22144.99931479974,adulte,normal
H,non,bac,Normandie,oui,oui,500,marié,,0.31,2020-11-07,,,500.0,senior,surpoids
H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,4878,marié,,0.58,2023-07-14,700.0,,32308.384532419597,jeune,insuffisant
F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3148,célibataire,,0.31,2021-11-28,,1268.3,25707.40229811243,retraite,obese
H,oui,bac,Occitanie,non,oui,1623,divorcé,,0.08,2021-12-03,544.0,,15491.537251224858,adulte,normal
F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,2066,veuf,,0.49,2021-09-14,,5000.0,16226.947381582757,retraite,obese
H,oui,bac,Bretagne,non,non,2675,célibataire,,0.17,2021-06-07,,,500.0,adulte,normal
F,oui,aucun,Occitanie,non,oui,1996,célibataire,5.0,0.44,2024-10-19,,5000.0,11326.25449697811,senior,surpoids
H,oui,bac,Bretagne,oui,non,1835,célibataire,,0.76,2024-08-01,457.0,837.09,500.0,retraite,normal
F,non,doctorat,Corse,oui,non,500,,2.0,0.78,2021-05-21,,5000.0,500.0,senior,surpoids
H,oui,bac,Bretagne,non,oui,500,,,0.94,2023-05-23,400.0,676.85,10725.625743409684,senior,insuffisant
F,oui,bac+2,Île-de-France,non,non,1191,marié,4.0,0.74,2024-03-24,566.0,704.13,3326.8459813784034,jeune,obese
H,non,aucun,Normandie,oui,non,2143,célibataire,,0.23,2023-10-06,,5000.0,500.0,senior,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,706,,2.0,0.51,2024-10-29,652.0,703.03,21170.17087603601,jeune,normal
F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,4170,marié,1.0,0.95,2020-10-29,,5000.0,500.0,jeune,insuffisant
H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,3486,veuf,3.0,0.92,2022-12-27,,648.73,3269.816402584081,jeune,normal
H,non,bac,Auvergne-Rhône-Alpes,oui,non,3511,veuf,0.0,0.55,2022-06-01,705.0,,500.0,adulte,obese
H,non,bac+2,Bretagne,oui,non,1740,marié,,0.85,2020-11-14,428.0,742.23,500.0,retraite,surpoids
F,non,bac+2,Normandie,non,non,2227,divorcé,5.0,0.18,2023-09-19,,5000.0,500.0,jeune,surpoids
H,non,master,Bretagne,oui,non,2137,marié,,0.66,2023-09-02,317.0,10000.0,500.0,senior,normal
F,non,bac,Corse,oui,non,2480,marié,,0.97,2023-01-24,355.0,10000.0,500.0,senior,normal
H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,2782,célibataire,,0.87,2021-07-20,584.0,,8052.316794480487,senior,normal
F,non,bac,Normandie,oui,non,2397,veuf,,0.97,2020-07-29,809.0,5000.0,500.0,senior,surpoids
F,oui,doctorat,Hauts-de-France,non,oui,1942,divorcé,4.0,0.84,2024-09-05,321.0,,15686.78132850265,jeune,insuffisant
H,non,master,Bretagne,oui,oui,2475,divorcé,3.0,0.98,2024-12-10,,5000.0,25720.956678722483,senior,normal
H,non,master,Normandie,oui,non,2805,divorcé,,0.69,2025-05-14,,,500.0,adulte,surpoids
F,oui,bac,Hauts-de-France,non,non,1034,célibataire,2.0,0.83,2025-04-01,,10000.0,500.0,jeune,normal
H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,640,divorcé,,0.35,2024-03-21,411.0,,500.0,senior,normal
F,non,master,Normandie,oui,non,2557,,,0.1,2025-06-07,,,500.0,adulte,obese
H,non,bac+2,Normandie,oui,non,2657,marié,5.0,0.46,2022-01-31,,646.33,500.0,senior,insuffisant
F,oui,doctorat,Hauts-de-France,oui,non,3901,marié,5.0,0.72,2022-11-08,684.0,5000.0,3727.548198082763,retraite,obese
H,oui,aucun,Bretagne,non,oui,2686,veuf,5.0,0.6,2024-03-22,817.0,,22474.032687219635,adulte,normal
H,oui,aucun,Hauts-de-France,non,oui,1341,,,0.55,2024-05-07,,1603.34,500.0,,surpoids
H,non,bac+2,Bretagne,oui,oui,1663,célibataire,,0.17,2022-06-07,687.0,10000.0,14645.02503793896,senior,surpoids
F,non,bac,Provence-Alpes-Côte d’Azur,oui,non,4074,,,0.29,2024-01-08,,10000.0,500.0,retraite,obese
H,oui,aucun,Hauts-de-France,oui,oui,3673,,4.0,0.1,2022-10-23,425.0,,1039.6814070236503,senior,surpoids
H,oui,aucun,Normandie,non,oui,1783,veuf,,0.85,2021-09-08,,10000.0,10698.689308826526,senior,normal
H,non,doctorat,Bretagne,oui,oui,4054,divorcé,,0.62,2024-12-17,566.0,,31326.215437795137,jeune,normal
F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3967,marié,5.0,0.93,2021-08-17,525.0,10000.0,9547.31726536674,senior,surpoids
H,non,bac,Île-de-France,oui,non,1195,veuf,3.0,0.03,2025-01-04,,,500.0,retraite,surpoids
H,oui,bac+2,Île-de-France,oui,oui,3104,divorcé,,0.84,2023-05-24,763.0,10000.0,24714.428346144625,senior,normal
F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1625,célibataire,,0.58,2020-02-28,479.0,10000.0,15784.65644627697,jeune,insuffisant
F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2967,veuf,,0.42,2021-11-24,738.0,1129.56,32043.77956862413,adulte,surpoids
F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,1518,célibataire,,0.54,2024-01-05,,10000.0,20371.989900380795,retraite,obese
F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2480,divorcé,,0.7,2020-03-15,,,11768.124179750985,retraite,surpoids
F,non,aucun,Occitanie,non,non,984,divorcé,,0.15,2024-03-08,,235.98,500.0,jeune,obese
F,non,aucun,Hauts-de-France,oui,oui,2295,marié,,0.13,2023-03-15,578.0,10000.0,500.0,adulte,obese
F,non,bac+2,Normandie,oui,oui,2011,divorcé,1.0,0.53,2020-09-20,805.0,5000.0,1113.829489318093,adulte,obese
F,non,doctorat,Île-de-France,oui,oui,3034,célibataire,3.0,0.19,2024-01-19,,831.9,19524.748467578767,senior,insuffisant
H,non,master,Auvergne-Rhône-Alpes,non,non,3667,veuf,2.0,0.4,2021-04-20,580.0,5000.0,9768.568084750788,jeune,surpoids
F,oui,bac,Île-de-France,oui,non,3003,veuf,,0.46,2021-12-02,,270.22,500.0,jeune,insuffisant
F,non,bac,Corse,non,oui,2906,veuf,,0.26,2022-05-08,,10000.0,500.0,senior,surpoids
F,oui,bac+2,Corse,oui,oui,3289,,,0.83,2023-01-23,494.0,5000.0,500.0,adulte,normal
F,oui,bac,Occitanie,oui,oui,1501,veuf,,0.95,2023-12-18,,,500.0,senior,normal
H,oui,bac,Corse,non,non,1699,divorcé,,0.22,2021-05-17,636.0,,500.0,jeune,normal
F,non,aucun,Normandie,non,oui,2910,veuf,,0.57,2020-02-28,505.0,1089.39,3478.2784107224384,adulte,surpoids
F,oui,bac,Corse,oui,oui,2204,célibataire,,0.87,2024-01-28,,841.35,500.0,retraite,insuffisant
F,non,master,Bretagne,oui,oui,2991,,2.0,0.68,2022-03-17,,5000.0,3956.1305457758576,senior,obese
H,oui,master,Île-de-France,oui,non,1246,marié,0.0,0.74,2022-01-15,,,500.0,retraite,normal
H,oui,bac,Bretagne,non,non,3065,marié,,0.85,2024-02-29,488.0,10000.0,500.0,jeune,normal
F,non,doctorat,Corse,oui,oui,500,divorcé,,0.23,2024-12-24,439.0,,500.0,retraite,insuffisant
F,non,master,Occitanie,non,oui,3091,marié,,0.35,2021-12-08,377.0,,15788.97905842714,jeune,surpoids
F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3298,,3.0,0.53,2025-02-04,784.0,250.23,15117.602265736034,retraite,surpoids
H,non,bac+2,Occitanie,non,oui,2225,célibataire,2.0,0.15,2025-03-27,650.0,10000.0,14448.913633781498,senior,normal
F,non,doctorat,Île-de-France,non,oui,2352,célibataire,1.0,0.7,2024-08-16,,,25896.143475960027,adulte,insuffisant
H,non,master,Auvergne-Rhône-Alpes,non,oui,1659,divorcé,4.0,0.44,2021-04-07,684.0,10000.0,20424.118436131917,,surpoids
F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1788,divorcé,,0.08,2022-02-26,,,35273.91129309822,jeune,surpoids
F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,4499,marié,,0.69,2021-08-24,437.0,10000.0,19896.889771322905,adulte,obese
